"S.temperature","diff.temperature","alpha.temperature"
2.11160490487212,0.828651699780906,0.76769636186658
3.45047855588626,3.16210012988104,0.889630974580843
4.28592862917804,3.84260134531349,1.01806506696493
3.22012517338422,2.91260291808788,0.932841184273121
3.02358174207297,1.99720838607044,0.855289927584293
3.302501162002,1.72862170568242,0.98391554120444
3.68654294209679,2.57354653839201,0.980556082436436
1.75724143147442,2.16480167420078,0.508473704373087
3.30067698747222,2.92776376600188,0.827554451491388
2.9913461244146,2.26212929786581,0.869018504405987
2.52106868719936,1.88800078928613,0.709595242558753
2.45004027974473,0.886386094867283,0.976432281184541
3.45864343341139,3.48375012154597,0.804184955938875
2.48030504457959,2.00525432683685,0.843110063248083
3.00246493270302,2.06675512725272,0.96203136497973
4.21619050805825,3.69054627221731,0.830218648174006
3.32352817912179,2.45860222721785,0.967619923459451
3.31526265824457,2.1991834579488,0.905616309511771
1.8273585741643,1.31212964064119,0.584212858731916
3.49282324592396,3.06167416153815,0.948011957833157
2.49598386300572,2.19605126460965,0.842537503131734
2.61496278850557,2.75177148390475,0.708950278518462
3.01684863325667,3.30376131211794,0.79928962185139
2.61130186351065,2.09418650726609,0.801623832715545
2.94714274185657,2.69752685414646,0.872784418216638
3.49742061559189,2.0613734865984,0.973302261825274
4.3950166138039,3.44580250617381,1.02582259128949
4.35064101137605,3.15512091096484,0.952340842627616
4.94506827828784,3.12329867816343,1.12270172260964
3.84648765291411,3.43709035174656,0.975150210546381
2.64826085361476,3.81035220330219,0.670718092982966
2.56138717139693,1.07331129935249,0.763660382114431
1.93798388279792,0.784947535031,0.805096521704304
1.72208346664424,1.60631411494079,0.588808965331005
2.27515164889648,0.829482767232423,0.87874584824547
1.83181704768135,2.46688786691026,0.545241054256535
1.89611536606589,0.813583537995363,0.675148610457556
2.14139857800901,0.73892999860053,0.714669597475325
2.33999005100374,2.92185845756516,0.721763288786174
2.50707645292047,0.981210296610947,0.911199087188774
3.91407022927267,3.99223353567508,0.908905042308959
3.65047735313481,3.94069004088219,0.919130890084817
2.33796796939687,1.21681446067606,0.676189393506407
1.78226823955676,0.426977898872198,0.717766651199749
2.60144057462094,1.62179801792175,0.790784203978922
2.47016125301606,2.49568784200292,0.775106720644694
2.49368377745984,2.74453570675197,0.768099432573883
2.68947293078385,1.28967636415815,0.815278185536196
2.97347145231737,1.79563710989896,0.851719352169532
2.59810877757084,2.70893824095837,0.715865270350268
2.32784729158917,2.54419040403196,0.597839168229926
2.92740031408352,3.39251527872588,0.749250312560049
2.94314750006414,3.38429625758402,0.809886359309037
3.76016213537861,3.59544121004159,0.866220015487033
4.34147472687508,2.42030454906647,1.07914767250851
4.24410671699577,2.43336475030924,1.08803762897109
1.82806947654688,2.83589213951506,0.454913809482855
1.71015567367562,0.31776267242816,0.627662412982939
1.5184939742069,0.460127985842955,0.5135021551242
2.20285622001934,1.59059865973079,0.728632140596926
2.09152210851225,1.21132734595467,0.737385501595468
2.22651085869362,0.670116465881562,0.703697281192328
2.10333382963714,1.06565832800949,0.612351568925065
2.4192270582626,2.51360690559198,0.845466519067722
2.26134539174878,1.12919713080331,0.862307252378549
3.38727843022677,2.23828936733629,0.843110694189544
2.87604190508489,1.80133368806316,0.882184556996562
3.43958713151648,3.52181410256416,0.852597114258158
3.39759489979365,2.5895623981325,0.829733655647281
3.99176665390061,3.74196942126442,0.901805469583197
3.53244564925717,1.88143916903664,1.10156338332138
3.09939595441242,1.74036663949475,0.92326850183748
2.94863383753866,1.29562750950284,0.899492769346498
1.72270970535739,0.973079643561478,0.641766923966048
3.0004983732457,1.58161093185415,0.847280630495492
3.94076121393396,3.53279918967437,0.895047410065284
3.51480994107637,2.25220510029822,1.01911750148439
4.62580952307652,3.86889728437768,0.897418709380604
4.03637734458119,3.04431716063368,0.922702732888022
4.65327163195509,3.21244959803216,0.985223282622022
4.26957809188791,2.54417147829678,1.09190063799914
1.88574213897227,1.05470860014877,0.654423526566379
2.80973644332998,2.15343981431314,0.797321398744947
4.0179744428667,3.09178379492459,0.975551832829442
2.73990355921922,3.5294948135651,0.788527036838214
2.81317706330383,3.54841777730847,0.834702447821023
2.92463235050562,1.02051531465365,0.903200953647712
2.42910076429138,2.87575781895377,0.794020609432844
1.8682554680611,0.315147944446358,0.717302451569246
3.74193884726836,2.21216160071197,0.958710804880635
2.52810416980053,1.73677236731336,0.821233171649012
4.08309162358096,3.27774266605866,0.918308511141808
4.57479619774334,2.93078743016811,1.04620368287111
3.30963092310999,3.43005143419089,0.883823375072283
2.80694377332625,2.59129514102041,0.818485625775174
2.52971480940537,2.89358548501374,0.605943102181204
3.49747164142288,3.91177269987307,0.920723586788956
3.65867464036981,3.48197268171459,1.03633472723508
2.57447494856152,1.69994727460543,0.841379763418553
2.04412837019532,2.02360410832153,0.625524739940133
