"S.temperature","diff.temperature","alpha.temperature"
3.16142636705329,3.57866858879056,0.687863188980523
1.76352215002895,3.56784064930475,0.321802899027688
2.51515899764213,3.84134671609453,0.729489312738868
1.69864223480337,2.10147393699679,0.492676076266085
3.84489798834903,3.35317271669887,0.895886989412292
3.7815057245378,3.52927119780759,0.735288679030306
3.52523531230849,3.96060269022084,0.795041809020422
3.80867067249421,3.90541873875129,0.816166545838509
2.63102991629518,2.15139980057821,0.6251716198739
2.12756367166508,2.23454028421742,0.484573473847444
2.04326778085897,3.15859218456643,0.540359321241074
2.04786819037922,2.84916769759914,0.555237727010105
2.8313153990151,3.18194088823172,0.841162548564907
2.93811968916727,3.89915899438412,0.794519614056325
2.09570092136446,3.77268537938261,0.667962025245088
1.92301602929685,3.38996391553943,0.3185271448053
3.59168431605672,3.86593945543969,0.764280578142365
3.71580560130338,3.41424521168824,0.88013643245294
1.37286017091641,1.49673081056844,0.271135255909154
1.69683942234229,2.5328735844078,0.281553511893333
2.51463281179273,3.0961442542948,0.561638358326888
3.57550380256043,2.83057059491807,0.9891778967381
4.00800951913662,3.6015573246221,0.803702501807535
3.36687754077381,3.73010310147229,0.701168708722659
1.8285298330052,2.39374108185178,0.559123157722948
1.85172708633975,2.42716967044008,0.583056800384652
1.93983330164488,1.3667948227771,0.688039620189646
2.13108702247397,3.5893284972403,0.493934864664268
2.94433499221901,3.62978332716988,0.698751853420268
1.45760256923359,1.30086889658899,0.223662382264043
2.08097991350537,2.43960424894269,0.466015927421421
1.92359194525195,3.62512141413839,0.38149602165977
3.87376500611641,3.26770728942493,0.853762063171536
2.13127612964101,3.26198606176857,0.520067470935978
1.94881241762513,2.6948514695982,0.381463640018006
2.74750045340843,2.42110575820668,0.797790697492559
3.65967427442691,3.40815564463642,0.816928642563465
3.24175187381434,3.6869294714402,0.781434073670404
3.4262625618644,3.06787467301538,0.805108412828536
3.38543931401656,3.98527189964081,0.864869621226731
3.30894343745831,3.74487783746179,0.901464792839089
2.72944761439554,3.0751492205079,0.837108330815233
3.26651411506307,3.77338776187871,0.838492580868872
3.71769478568593,3.78208782572923,0.956724234413048
2.86687260355629,3.85585755337943,0.774459683781257
3.49860454633511,3.98088115544391,0.836032002809131
3.47131112647765,3.18913442063249,0.898716126151954
3.46341183909884,3.41720772065376,0.838982058587147
2.519641821611,3.32059434434503,0.74053591939703
2.20554955759101,3.45733351446617,0.473713078585628
1.54556620907618,3.94852502167212,0.697451240821604
1.65933395003848,3.46057260830395,0.525450306478481
2.03198331114067,3.36592315141423,0.515393234761801
2.36942596627812,3.9069327471827,0.471617893446926
1.83339846862662,3.78825973256933,0.393766037602875
2.18875794733817,1.63516486495504,0.745505783456975
2.48158619320614,3.07309219984478,0.738881437141902
3.07218892386461,3.49666931736799,0.795993467377627
2.90694684137779,2.58137455451098,0.829878760369876
3.59257052028941,2.84685562333871,0.856511771195052
3.59257052028941,2.84685562333871,0.856511771195052
3.48446410278752,3.79423474910935,0.876253226405218
3.24709619132114,3.73471240101749,0.749041419003995
3.2713950323399,3.7152329405086,0.713565612228071
3.1759246701933,3.14995742371721,0.816290029468253
3.53761397403328,3.79936157093304,0.855797634748065
4.12702014681402,3.77614043077337,0.926391161307612
3.95770275909458,3.80139370083965,0.94516014723676
