"S","diff","alpha","volscl","convergence","model"
4.78688955512939,1.53913331350863,0.625024925949597,-0.0983095067480564,0,"CanESM5"
4.17056845386349,1.70383429806667,1.57396346214852,-0.0679130460501084,0,"CESM2-WACCM"
4.0012138767368,1.80683590151415,1.5772517533022,-0.280956150329567,0,"CESM2"
3.85743633140444,1.07306973213094,1.87171860236927,0.28933633884844,0,"CNRM-CM6-1"
3.51000820049827,1.02550007609617,2.03366671301835,0.251612194342464,0,"CNRM-ESM2-1"
3.07219050497694,0.471060030196351,1.07407455723388,0.906634179380353,0,"IPSL-CM6A-LR"
